,brand,efficancy_long,efficancy_short,lavant,presentation,product,quality,rincable,smell,texture,chemical,chemical_name
11224,the body shop,,,,4.1,Exfoliating Cream - Vitamin E,3.7,,4.4,4.4,68603-42-9,Cocamide diethanolamine
11228,the body shop,,,,,Blush Brush,4.6,,,,68603-42-9,Cocamide diethanolamine
11299,the body shop,,,,3.4,Exfoliating Face Cream - Men.,3.0,,3.0,4.1,68603-42-9,Cocamide diethanolamine
11316,the body shop,,,,,Moisturizing Gloves,3.3,,,,68603-42-9,Cocamide diethanolamine
11375,the body shop,,,,4.4,Radiance Powder Bronzer,3.5,,,4.1,68603-42-9,Cocamide diethanolamine
11398,the body shop,,,,4.4,Gloss Fluid,3.8,,,3.9,68603-42-9,Cocamide diethanolamine
11524,the body shop,,,,4.3,Gentle Cleansing Facial - Aloes,3.7,,3.2,4.2,68603-42-9,Cocamide diethanolamine
11525,the body shop,,,,4.8,Dissolving a Nail,4.3,,,4.8,68603-42-9,Cocamide diethanolamine
11590,the body shop,3.1,3.7,,3.8,Lip Butter - Coconut,3.2,,4.5,3.8,68603-42-9,Cocamide diethanolamine
11715,the body shop,,,4.5,4.2,Shower Gel - Pink Grapefruit,3.7,4.6,4.7,4.6,68603-42-9,Cocamide diethanolamine
11781,the body shop,,,,,Eye Shader Brush,4.9,,,,68603-42-9,Cocamide diethanolamine
11782,the body shop,,,,,Blending,4.4,,,,68603-42-9,Cocamide diethanolamine
11783,the body shop,,,,,Brush Paupieres,5.0,,,,68603-42-9,Cocamide diethanolamine
11784,the body shop,,,,,Blending Grand Model,3.7,,,,68603-42-9,Cocamide diethanolamine
11785,the body shop,,,,,Lip Brush / Concealer Retractable,5.0,,,,68603-42-9,Cocamide diethanolamine
11851,the body shop,3.4,3.8,,4.1,Scrub for Lips,3.1,,3.9,3.8,68603-42-9,Cocamide diethanolamine
11916,the body shop,,,,,Professional puff,5.0,,,,68603-42-9,Cocamide diethanolamine
11917,the body shop,,,,,Mini Brush Set,3.5,,,,68603-42-9,Cocamide diethanolamine
11918,the body shop,,,,,Brushes kit has,4.8,,,,68603-42-9,Cocamide diethanolamine
11986,the body shop,,,,4.1,Body Scrub - Pink Grapefruit,3.6,,4.8,4.3,68603-42-9,Cocamide diethanolamine
11994,the body shop,4.3,4.6,,4.1,Creme Body Ylang Ylang - Sensual,3.3,,4.0,4.7,68603-42-9,Cocamide diethanolamine
12012,the body shop,,,,4.3,Serum Anti-Cellulite - Objective Corps,2.6,,2.9,4.1,68603-42-9,Cocamide diethanolamine
12036,the body shop,,,,4.5,Sparkling Crystal Gloss - Hot Tropic Collection,3.5,,,5.0,68603-42-9,Cocamide diethanolamine
12037,the body shop,,,,5.0,Duo Lumiere - Hot Tropic Collection,3.5,,,5.0,68603-42-9,Cocamide diethanolamine
12038,the body shop,,,,5.0,Shadow Paupieres Fleur - Hot Tropic Colection,3.0,,,4.0,68603-42-9,Cocamide diethanolamine
12062,the body shop,,,,4.3,Tonic - The Tree Oil has,3.2,,3.1,4.0,68603-42-9,Cocamide diethanolamine
12138,the body shop,,,,4.5,Macadamia Smoothing Balm,3.3,,4.5,4.4,68603-42-9,Cocamide diethanolamine
12155,the body shop,3.8,4.2,,3.8,Anti-mask blackheads - The Tree Oil has,3.7,,2.5,3.7,68603-42-9,Cocamide diethanolamine
12156,the body shop,3.8,3.9,,4.3,Repairing Night Care - The Tree Oil has,3.3,,2.8,4.4,68603-42-9,Cocamide diethanolamine
12219,the body shop,5.0,5.0,,5.0,Palmshine,5.0,,5.0,5.0,68603-42-9,Cocamide diethanolamine
12230,the body shop,3.1,3.8,,3.8,Lip Butter - Shea,3.2,,4.3,3.8,68603-42-9,Cocamide diethanolamine
12239,the body shop,3.5,4.0,,3.9,Butter Lips has the Brazil Nut,3.3,,4.6,4.2,68603-42-9,Cocamide diethanolamine
12250,the body shop,3.0,3.6,,3.7,Lip Butter - Mango,3.1,,4.2,3.9,68603-42-9,Cocamide diethanolamine
12256,the body shop,3.4,3.8,,3.9,Lip Butter - Pink Grapefruit,3.4,,4.7,4.1,68603-42-9,Cocamide diethanolamine
12260,the body shop,3.1,3.9,,4.0,Butter lips melon seeds,3.5,,4.5,4.1,68603-42-9,Cocamide diethanolamine
12269,the body shop,3.4,4.0,,3.8,Lip Butter - Papaya,3.4,,4.5,4.0,68603-42-9,Cocamide diethanolamine
12280,the body shop,3.1,3.9,,3.6,Butter Lips - Pepins Grape,3.2,,4.6,3.5,68603-42-9,Cocamide diethanolamine
12536,the body shop,,,,4.0,After Shave Gel - Men,3.0,,4.0,5.0,68603-42-9,Cocamide diethanolamine
12630,the body shop,4.3,4.5,,4.4,Body Butter - Blueberry,3.7,,4.6,4.5,68603-42-9,Cocamide diethanolamine
12789,the body shop,,,,,50 Edges Cotton Duo,3.0,,,,68603-42-9,Cocamide diethanolamine
13013,the body shop,4.7,4.7,,4.3,Body Lotion - Oceanus,4.0,,5.0,5.0,68603-42-9,Cocamide diethanolamine
13100,the body shop,,,,,Pumice Foot,4.6,,,,68603-42-9,Cocamide diethanolamine
13101,the body shop,,,,,Face Scrubs Loofah pads in,3.5,,,,68603-42-9,Cocamide diethanolamine
4277,palmer's,3.1,3.1,,3.5,Massage Creme Anti-Stretch Marks - Cocoa Butter Formula,3.4,,2.6,3.6,25013-16-5,Butylated hydroxyanisole
6623,palmer's,,,4.5,4.0,Cream Soap - Cocoa Butter Formula,4.3,4.4,4.1,4.4,25013-16-5,Butylated hydroxyanisole
7016,palmer's,3.7,3.8,,3.2,Oil Moisturizing Cocoa Butter - Palmer's Cocoa Butter Formula,3.8,,4.2,4.0,25013-16-5,Butylated hydroxyanisole
9318,palmer's,4.2,4.3,,3.7,Cocoa Butter Formula,4.1,,4.4,3.9,25013-16-5,Butylated hydroxyanisole
3439,paula's choice,,,,4.0,Skin Recovery Cleanser,5.0,,4.0,4.0,13463-67-7,Titanium dioxide
3442,paula's choice,,,,4.6,Skin Balancing Cleanser,4.4,,4.8,5.0,13463-67-7,Titanium dioxide
3443,paula's choice,,,,4.0,Skin Recovery Toner,5.0,,4.0,5.0,13463-67-7,Titanium dioxide
3444,paula's choice,,,,3.8,Beta Hydroxy Acid 2% Lotion,4.2,,3.7,4.3,13463-67-7,Titanium dioxide
3445,paula's choice,4.5,4.7,,4.4,Skin Balancing Moisture Gel,4.3,,4.5,4.9,13463-67-7,Titanium dioxide
3446,paula's choice,4.0,4.0,,5.0,Completely Non-Greasy Moisturizing Lotion,4.0,,3.0,4.0,13463-67-7,Titanium dioxide
3447,paula's choice,,,,3.0,Soft Pressed Powder - Paula's Select,2.0,,,4.0,13463-67-7,Titanium dioxide
3448,paula's choice,,,,5.0,No Slip Concealer - Paula's Select,1.0,,,4.0,13463-67-7,Titanium dioxide
4260,paula's choice,4.5,4.0,,4.0,Super Antioxidant Mattifying Concentrate - Skin Balancing,4.5,,4.5,4.5,13463-67-7,Titanium dioxide
4262,paula's choice,4.0,4.5,,4.5,Super Antioxidant Concentrate - Skin Recovery,4.5,,4.0,4.5,13463-67-7,Titanium dioxide
4263,paula's choice,,,,4.7,Skin Balancing Toner,4.3,,4.7,5.0,13463-67-7,Titanium dioxide
4987,paula's choice,,,,5.0,Natural Finish Oil Absorbing Makeup SPF 15 - Paula's Select,5.0,,,5.0,13463-67-7,Titanium dioxide
4988,paula's choice,,,,4.0,1% Beta Hydroxy Acid Lotion,5.0,,4.0,5.0,13463-67-7,Titanium dioxide
4990,paula's choice,,,,4.0,Beta Hydroxy Acid 2% Liquid,4.5,,3.0,4.0,13463-67-7,Titanium dioxide
5494,paula's choice,,,,,Retractable Powder Brush,5.0,,,,13463-67-7,Titanium dioxide
5496,paula's choice,,,,,Powder Brush,5.0,,,,13463-67-7,Titanium dioxide
5742,paula's choice,,,,5.0,Sheer Perfection Pressed Powder - Paula's Select,4.0,,,5.0,13463-67-7,Titanium dioxide
6789,paula's choice,4.0,4.3,,4.3,Hydrating Treatment Cream,4.3,,3.3,4.3,13463-67-7,Titanium dioxide
6790,paula's choice,,,,5.0,Soft Cream Concealer,5.0,,,5.0,13463-67-7,Titanium dioxide
6977,paula's choice,5.0,5.0,,1.0,Skin Recovery Moisturizer with Antioxidants,5.0,,5.0,5.0,13463-67-7,Titanium dioxide
6989,paula's choice,,,,,Epic Lengths Mascara,5.0,,,,13463-67-7,Titanium dioxide
6990,paula's choice,,,,,Lush Mascara,4.0,,,,13463-67-7,Titanium dioxide
6992,paula's choice,,,,5.0,Constant Color Gel Eyeliner,4.0,,,3.0,13463-67-7,Titanium dioxide
7661,paula's choice,,,,5.0,Healthy Finish Pressed Powder SPF15,5.0,,,5.0,13463-67-7,Titanium dioxide
9195,paula's choice,4.3,5.0,,4.7,Moisture-Infusing Lotion HydraLight,4.3,,3.0,4.7,13463-67-7,Titanium dioxide
9215,paula's choice,,,,5.0,Best Face Forward Foundation SPF 15,4.5,,,5.0,13463-67-7,Titanium dioxide
9216,paula's choice,,,,4.0,All Bases Covered Foundation SPF 15,3.7,,,4.7,13463-67-7,Titanium dioxide
9218,paula's choice,,,,4.0,Barely There Sheer Matte Tint SPF 20,4.7,,,4.3,13463-67-7,Titanium dioxide
10767,paula's choice,2.5,2.5,,2.0,Skin Balancing Daily Mattifying Lotion SPF 15,2.5,,3.5,2.0,13463-67-7,Titanium dioxide
1405,payot,3.1,3.4,,4.1,Purely Mat,2.9,,3.9,4.3,13463-67-7,Titanium dioxide
1408,payot,,,,4.5,Purely Cleaner,3.3,,3.1,4.2,13463-67-7,Titanium dioxide
2068,payot,3.7,4.3,,4.7,Serum de Choc - Revitalizing The,3.5,,4.1,4.6,13463-67-7,Titanium dioxide
2069,payot,4.4,4.7,,4.4,Gelee de Choc - Revitalizing The,4.0,,4.5,4.9,13463-67-7,Titanium dioxide
2155,payot,4.7,4.8,,4.4,Nutricia Ultra Riche - Hydro Nutritious,3.9,,4.3,5.0,13463-67-7,Titanium dioxide
2183,payot,4.5,4.5,,4.2,Reconciling Creme Riche - The Sensitives,3.8,,4.2,4.8,13463-67-7,Titanium dioxide
2184,payot,4.2,4.2,,4.6,Serum reconciling SOS - The Sensitives,3.6,,4.3,4.6,13463-67-7,Titanium dioxide
2349,payot,3.7,4.0,,4.2,Cleansing Creme - The Purifying,3.4,,4.2,4.2,13463-67-7,Titanium dioxide
2791,payot,,,,4.3,Sensation Cleansing Eyes and Lips,3.1,,,3.8,13463-67-7,Titanium dioxide
2900,payot,3.4,4.1,,4.1,Matifying Fluid,3.7,,4.0,4.5,13463-67-7,Titanium dioxide
3100,payot,4.0,4.1,,4.1,Hydration 24 Protection,3.3,,4.2,4.3,13463-67-7,Titanium dioxide
3101,payot,,,,4.1,Clarifying Mask,3.5,,4.3,4.4,13463-67-7,Titanium dioxide
3148,payot,,,,4.6,Scrub Fondant,3.7,,4.5,4.6,13463-67-7,Titanium dioxide
3175,payot,,,,4.5,Purifying Tonic - The Purifying,3.8,,4.5,4.5,13463-67-7,Titanium dioxide
3176,payot,3.9,4.2,,3.7,Creme Matifiante - The Purifying,3.2,,4.3,4.6,13463-67-7,Titanium dioxide
3177,payot,2.4,2.9,,4.1,Covering Stick Purifying,2.4,,3.4,3.7,13463-67-7,Titanium dioxide
4051,payot,,,,4.5,Express Cleansing Water,3.2,,4.4,4.7,13463-67-7,Titanium dioxide
4466,payot,3.9,3.9,,4.0,Creme de Choc - Revitalizing The,2.7,,3.8,4.1,13463-67-7,Titanium dioxide
5410,payot,,,,4.0,Brown Sugar Scrub Gourmand,3.6,,4.5,4.4,13463-67-7,Titanium dioxide
5619,payot,3.6,4.1,,3.8,Sweet Regard - The Sensitives,3.6,,4.2,4.3,13463-67-7,Titanium dioxide
6220,payot,4.4,4.7,,4.2,Emulsion reconciling - The Sensitives,3.8,,4.2,4.8,13463-67-7,Titanium dioxide
6735,payot,,,,4.1,Celluli Lisse,2.5,,4.4,4.5,13463-67-7,Titanium dioxide
8080,payot,,,,3.3,Purifying mask irradiated - The Purifying,3.4,,3.3,3.9,13463-67-7,Titanium dioxide
8565,payot,3.8,3.8,,4.0,Pate Grise - The Purifying,3.4,,2.3,3.3,13463-67-7,Titanium dioxide
9683,payot,4.4,4.6,,4.4,Special 5 - Purifying,4.1,,3.9,4.2,13463-67-7,Titanium dioxide
9751,payot,3.5,3.8,,4.4,Hydration 24 Controle,3.4,,4.4,4.5,13463-67-7,Titanium dioxide
9758,payot,,,,4.4,Essential Cleansing,3.7,,4.6,4.6,13463-67-7,Titanium dioxide
10298,payot,,,,4.4,Lotion Douce - The Sensitives,4.0,,4.6,4.7,13463-67-7,Titanium dioxide
11032,payot,,,,4.0,Calming Balm,,,4.5,4.5,13463-67-7,Titanium dioxide
11247,payot,,,,4.3,Cleansing Cream - The Cleansing,3.3,,4.5,4.7,13463-67-7,Titanium dioxide
11772,payot,4.0,4.3,,4.7,Gentle Deodorant,3.3,,4.7,3.7,13463-67-7,Titanium dioxide
11881,payot,4.1,4.4,,4.0,Creme de Reves - The Revitalizing,3.3,,4.4,4.7,13463-67-7,Titanium dioxide
12645,payot,,,,4.3,3 in 1 Cleansing Wipes,3.8,,4.8,4.3,13463-67-7,Titanium dioxide
12893,payot,4.1,4.4,,3.3,Creme reconciling - The Sensitives,3.5,,4.2,4.7,13463-67-7,Titanium dioxide
12895,payot,,,,4.4,Masque Creme Moisturizer - The Hydro-nutritive,3.9,,4.3,4.6,13463-67-7,Titanium dioxide
13190,payot,3.3,3.3,,4.0,Dermforce Essence - Dr Payot Solution,3.3,,3.3,3.8,13463-67-7,Titanium dioxide
13191,payot,3.9,4.2,,4.2,Dermforce Day Care - Dr Payot Solution,3.1,,3.3,4.3,13463-67-7,Titanium dioxide
956,adidas,3.8,4.1,,3.8,Anti-Perspirant Intensive 24 + Performance,3.6,,3.6,4.0,79-81-2,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents."
4344,adidas,,,4.6,3.8,Milk Milk Cotton Shower Moisturizer,4.6,4.6,5.0,4.6,79-81-2,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents."
5721,adidas,,,,4.5,Shower Scrub Exfoliating,4.5,,4.5,4.3,79-81-2,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents."
6627,adidas,4.0,4.4,,4.7,Fruity Rhythm - Adidas for Women,3.7,,4.7,3.9,79-81-2,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents."
8185,adidas,,,3.6,3.4,Revitalizing Shower Gel Citrus oils,3.4,3.2,4.6,3.2,79-81-2,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents."
8404,adidas,3.7,3.9,,4.6,Anti-Perspirant Deo ball Intensive 24H + Performance,3.8,,3.7,4.1,79-81-2,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents."
9469,adidas,,,4.4,3.9,Energizing Shower Gel,3.9,4.4,4.4,4.1,79-81-2,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents."
9635,adidas,,,5.0,5.0,Active Start Shower Gel,4.0,5.0,5.0,5.0,79-81-2,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents."
12668,adidas,3.0,3.6,,4.0,Adidas Action 3 Deodorant - Pure,3.0,,3.2,3.7,79-81-2,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents."
4,kiehl's,3.8,4.0,,3.9,Abassyne Eye Cream,3.4,,3.6,4.6,13463-67-7,Titanium dioxide
347,kiehl's,3.6,3.7,,3.5,Creamy Eye Treatment with Avocado,3.1,,3.6,3.9,13463-67-7,Titanium dioxide
695,kiehl's,,,,4.6,Tea Tree Oil Toner,3.0,,4.9,4.6,13463-67-7,Titanium dioxide
1467,kiehl's,,,,4.0,Ultra Protection Water-Based Sunscreen Lotion SPF 25,5.0,,4.0,5.0,13463-67-7,Titanium dioxide
1896,kiehl's,3.5,3.5,3.8,3.9,Tea Tree Oil Shampoo,2.9,4.4,3.9,4.3,13463-67-7,Titanium dioxide
1898,kiehl's,4.3,4.4,,4.2,Hair Conditioner and Grooming Aid Formula 133,3.7,,4.3,4.6,13463-67-7,Titanium dioxide
2739,kiehl's,4.3,3.7,,4.0,Lycopene Facial Moisturizing Lotion,3.3,,3.3,4.3,13463-67-7,Titanium dioxide
3880,kiehl's,3.0,4.0,,4.0,Centella Recovery Skin-Salve - Dermatologist Solutions,2.6,,3.4,3.6,13463-67-7,Titanium dioxide
3883,kiehl's,,,,4.4,Epidermal Re-Texturizing Micro-Dermabrasion - Dermatologist Solutions,3.6,,4.4,4.7,13463-67-7,Titanium dioxide
4191,kiehl's,,,,3.0,Oil-Based Cleanser and Make-up Remover,4.3,,3.7,4.0,13463-67-7,Titanium dioxide
5220,kiehl's,,,,4.6,Calendula Herbal Extract Alcohol-Free Toner,3.3,,3.7,4.7,13463-67-7,Titanium dioxide
5324,kiehl's,3.4,3.8,,4.1,Ultra Facial Moisturizer SPF 15,3.4,,3.8,4.0,13463-67-7,Titanium dioxide
5449,kiehl's,3.3,4.1,,4.2,Extra Strength Conditioning Rinse with Added Coconut,3.4,,4.4,4.2,13463-67-7,Titanium dioxide
5557,kiehl's,,,,4.0,Washable Cleansing Milk,3.4,,3.4,4.1,13463-67-7,Titanium dioxide
6278,kiehl's,4.0,5.0,,4.0,Aloe Massage Cream,3.0,,3.0,5.0,13463-67-7,Titanium dioxide
6279,kiehl's,,,,3.7,Soothing Gel Mask,3.0,,3.4,3.6,13463-67-7,Titanium dioxide
6670,kiehl's,4.5,4.5,,4.5,Cryste Marine Firming Cream,3.7,,4.4,4.8,13463-67-7,Titanium dioxide
6671,kiehl's,4.3,4.3,,4.7,Cryste Marine Firming Serum,4.0,,4.0,5.0,13463-67-7,Titanium dioxide
6672,kiehl's,2.8,3.0,,3.6,Cryste Marine Firming Eye Treatment,2.2,,4.0,3.0,13463-67-7,Titanium dioxide
6890,kiehl's,4.0,3.8,,3.8,Panthenol Protein Moisturizing Face Cream,3.5,,3.5,4.5,13463-67-7,Titanium dioxide
8546,kiehl's,,,,5.0,Imperiale Moisturizing Cuticle Treatment,4.0,,,4.0,13463-67-7,Titanium dioxide
9214,kiehl's,,,4.6,4.6,All-Sport Swimming Cleansing Rinse for Hair and Body,3.2,5.0,3.4,3.8,13463-67-7,Titanium dioxide
9219,kiehl's,4.9,4.9,,4.6,Lecithin and Coconut Enriched Hair Masque,4.2,,4.8,4.7,13463-67-7,Titanium dioxide
9220,kiehl's,3.0,3.5,4.0,4.3,Castile Shampoo,3.3,3.8,3.5,4.3,13463-67-7,Titanium dioxide
9221,kiehl's,,,,3.3,Creme with Silk Groom,3.7,,3.5,4.1,13463-67-7,Titanium dioxide
9222,kiehl's,3.9,4.1,4.1,4.1,Amino Acid Shampoo,3.3,4.2,4.4,4.4,13463-67-7,Titanium dioxide
9225,kiehl's,,,,4.0,Pineapple Papaya Facial Scrub,3.2,,3.9,4.1,13463-67-7,Titanium dioxide
9226,kiehl's,3.6,4.0,,4.1,Blue Herbal Moisturizer,3.4,,3.5,4.2,13463-67-7,Titanium dioxide
9227,kiehl's,3.9,4.4,,4.3,Intensive Repairing Deep Conditioning Pak,3.9,,3.0,4.6,13463-67-7,Titanium dioxide
9250,kiehl's,,,,4.4,Ultra Moisturizing Buffing Cream,4.4,,4.4,4.6,13463-67-7,Titanium dioxide
9251,kiehl's,,,,4.0,Herbal Toner with Mixed Berries and Botanical Extracts,3.0,,3.0,4.0,13463-67-7,Titanium dioxide
9254,kiehl's,,,,4.4,Rosewater Facial Freshener Toner,3.8,,4.6,4.8,13463-67-7,Titanium dioxide
9255,kiehl's,,,,4.2,Blue Astringent Herbal Lotion,3.6,,3.5,4.2,13463-67-7,Titanium dioxide
9257,kiehl's,4.1,4.4,,3.8,Sodium PCA Oil Free Moisturizer,4.2,,3.8,4.4,13463-67-7,Titanium dioxide
9259,kiehl's,4.0,4.0,,4.0,Light Nourishing Eye Cream,3.0,,4.0,5.0,13463-67-7,Titanium dioxide
9261,kiehl's,,,,4.7,Rare Earth Face Mask,3.7,,3.7,4.4,13463-67-7,Titanium dioxide
9262,kiehl's,2.6,2.6,,4.3,Blue Herbal Spot Treatment,2.7,,4.1,4.0,13463-67-7,Titanium dioxide
9264,kiehl's,,,,4.3,Lavender Foaming-Relaxing Bath,3.0,4.7,4.7,3.3,13463-67-7,Titanium dioxide
9265,kiehl's,,,4.6,4.3,Bath and Shower Liquid Body Cleanser,3.1,4.8,4.4,3.9,13463-67-7,Titanium dioxide
9266,kiehl's,4.4,4.5,,3.8,Creme de Corps,3.3,,3.8,4.4,13463-67-7,Titanium dioxide
9268,kiehl's,,,,4.1,Moisturizing Lip Gloss,3.1,,,4.0,13463-67-7,Titanium dioxide
9269,kiehl's,4.8,5.0,,4.5,Leave-in Conditioner-hair with panthenol and coconut oil,4.2,,4.6,4.9,13463-67-7,Titanium dioxide
9272,kiehl's,4.3,4.6,,3.8,Deep Olive Fruit Repairative Hair Pak,3.5,,4.1,4.5,13463-67-7,Titanium dioxide
9273,kiehl's,4.2,4.4,4.5,4.2,Olive Fruit Nourishing Shampoo,3.6,4.5,4.3,4.7,13463-67-7,Titanium dioxide
9274,kiehl's,4.0,3.5,3.5,3.5,Lecithin Conditionning Shampoo,3.0,4.0,4.5,3.5,13463-67-7,Titanium dioxide
9275,kiehl's,3.3,3.7,4.3,4.0,All-Sport Everyday Shampoo,3.3,4.3,3.7,3.7,13463-67-7,Titanium dioxide
9276,kiehl's,4.8,5.0,5.0,4.5,Protein Concentrate Chamomile Herbal Shampoo,3.5,5.0,4.5,4.8,13463-67-7,Titanium dioxide
9277,kiehl's,4.4,4.6,,4.4,Olive Fruit Nourishing Conditioner,3.8,,4.2,4.7,13463-67-7,Titanium dioxide
9301,kiehl's,,,,4.3,Blue Herbal Gel Cleanser,4.4,,4.3,4.2,13463-67-7,Titanium dioxide
9302,kiehl's,,,,3.7,Ultra Moisturizing Cleansing Cream,3.7,,4.0,5.0,13463-67-7,Titanium dioxide
9303,kiehl's,3.8,4.1,,4.1,Ultra Facial Moisturizer For All Skin Types,3.5,,3.8,4.3,13463-67-7,Titanium dioxide
9304,kiehl's,4.2,4.4,,3.7,Ultra Facial Cream,3.7,,3.9,4.5,13463-67-7,Titanium dioxide
9305,kiehl's,,,,4.0,Repairateur Imperiale Treatment Line Mask Moisturizing Formula MM,2.5,,4.0,4.5,13463-67-7,Titanium dioxide
9306,kiehl's,,,,4.1,Algae Mask,3.9,,3.9,4.0,13463-67-7,Titanium dioxide
9307,kiehl's,,,,5.0,Khiel's French Rosewater,2.5,,4.5,4.5,13463-67-7,Titanium dioxide
9336,kiehl's,,,,2.9,Gentle Foaming Facial Cleanser,3.9,,4.3,4.0,13463-67-7,Titanium dioxide
9689,kiehl's,4.0,4.6,,3.8,Imperiale Moisturizing Eye Balm Repairateur,4.0,,4.0,4.0,13463-67-7,Titanium dioxide
9690,kiehl's,4.0,5.0,,3.0,Ultra Protection Moisturizing Eye Gel with SPF 15,5.0,,4.0,5.0,13463-67-7,Titanium dioxide
9691,kiehl's,4.0,4.0,,5.0,Ultra Moisturizing Eye Stick SPF 30,3.0,,4.0,5.0,13463-67-7,Titanium dioxide
9692,kiehl's,,,,4.2,Rare-Earth Facial Cleansing Masque,4.2,,4.2,4.8,13463-67-7,Titanium dioxide
9784,kiehl's,4.7,5.0,,4.5,Creme de Corps Light,3.5,,4.2,4.8,13463-67-7,Titanium dioxide
9786,kiehl's,3.0,4.0,,3.0,Intensive Treatment and Moisturizer for Dry Areas or callused,2.0,,5.0,4.0,13463-67-7,Titanium dioxide
10121,kiehl's,3.0,3.5,,3.5,Mask coconut,2.5,,5.0,4.0,13463-67-7,Titanium dioxide
10155,kiehl's,,,,4.0,Heat-Protective Silk Straightening Cream,3.8,,3.9,4.4,13463-67-7,Titanium dioxide
10391,kiehl's,,,,4.3,Ultimate Strength Hand Salve,3.5,,3.6,4.5,13463-67-7,Titanium dioxide
11567,kiehl's,,,5.0,5.0,Non-Soap Moisturizing Cleansing Bar,5.0,5.0,5.0,5.0,13463-67-7,Titanium dioxide
11568,kiehl's,,,3.3,4.3,Creme de Corps Nurturing Body Washing Cream,2.5,3.3,3.2,3.7,13463-67-7,Titanium dioxide
11569,kiehl's,5.0,5.0,,4.0,Instant-Soft Satin Body Rub Moisturizer,4.0,,5.0,5.0,13463-67-7,Titanium dioxide
11570,kiehl's,4.5,5.0,,4.5,Body Massage Oil,4.5,,5.0,5.0,13463-67-7,Titanium dioxide
11572,kiehl's,,,,4.0,Clean Hold Styling Gel,3.0,,4.0,5.0,13463-67-7,Titanium dioxide
11573,kiehl's,,,,4.4,Silk Groom Serum,3.4,,4.2,4.6,13463-67-7,Titanium dioxide
11605,kiehl's,4.0,4.0,,,Simply Mahvelous Legs Shave Cream,4.0,,3.0,,13463-67-7,Titanium dioxide
58,molton brown,,,,5.0,Hydramask Energize Skin,4.0,,5.0,5.0,68603-42-9,Cocamide diethanolamine
668,molton brown,3.9,4.3,,4.3,Wonder Lips Booster,4.0,,4.2,4.7,68603-42-9,Cocamide diethanolamine
670,molton brown,,,4.8,3.6,Bathroom Shower Replenish - Inspiring Wild-Indigo,3.6,4.8,4.4,4.6,68603-42-9,Cocamide diethanolamine
752,molton brown,,,,4.7,Balm Hands,4.0,,4.1,4.5,68603-42-9,Cocamide diethanolamine
753,molton brown,,,4.5,3.5,Purifying Shower,2.5,5.0,5.0,5.0,68603-42-9,Cocamide diethanolamine
3717,molton brown,,,,4.0,Balancing tonic,3.5,,5.0,4.5,68603-42-9,Cocamide diethanolamine
3722,molton brown,3.8,4.0,,4.7,Silky Body Care,2.7,,2.0,3.8,68603-42-9,Cocamide diethanolamine
3724,molton brown,5.0,5.0,,5.0,Replenishing Body Care,4.0,,5.0,5.0,68603-42-9,Cocamide diethanolamine
3725,molton brown,4.5,4.8,,4.8,Relaxation Body Care,4.3,,4.1,4.9,68603-42-9,Cocamide diethanolamine
3728,molton brown,4.4,5.0,,4.6,Body Creme Delicieuse,3.8,,4.4,5.0,68603-42-9,Cocamide diethanolamine
3729,molton brown,,,4.0,5.0,Bathroom Shower Stimulant,4.0,4.0,4.0,4.0,68603-42-9,Cocamide diethanolamine
4145,molton brown,,,,5.0,Hand Balm - White Mulberry,4.3,,4.3,5.0,68603-42-9,Cocamide diethanolamine
4664,molton brown,,,5.0,4.0,Moisturizing Shower Cream - Celestial Maracuja,3.0,3.0,5.0,5.0,68603-42-9,Cocamide diethanolamine
4667,molton brown,,,5.0,3.8,Vitamin Shower Bath,3.6,4.6,4.2,5.0,68603-42-9,Cocamide diethanolamine
4668,molton brown,,,5.0,4.5,Bathroom Shower Moisturizing Plumeria,3.8,4.8,4.8,5.0,68603-42-9,Cocamide diethanolamine
4893,molton brown,5.0,5.0,5.0,5.0,Shampoo Conditioner,2.0,5.0,5.0,4.0,68603-42-9,Cocamide diethanolamine
4894,molton brown,4.5,5.0,,5.0,After - Shampoo,4.0,,5.0,4.0,68603-42-9,Cocamide diethanolamine
9396,mary kay,4.5,4.5,,3.5,Moisturizing Creme Oil Free Formula 3,3.0,,3.5,4.5,0,Trade Secret
9526,mary kay,,,,4.7,Corrector,4.3,,,5.0,0,Trade Secret
11636,physicians formula,,,,2.7,Botanical Oopsi Daisy,3.3,,,3.0,13463-67-7,Titanium dioxide
10956,prescriptives,,,,4.0,Virtual Matte,5.0,,,5.0,13463-67-7,Titanium dioxide
5106,sebastian,,,,5.0,Lustfull foam - Evokativ,3.0,,5.0,5.0,13463-67-7,Titanium dioxide
